'id', 'childLabel', 'parent', 'size', { role: 'style' }
204, 'prepare a behavioural defence', 173, 1,  purple
205, 'make the surface slippery', 204, 1,  purple
206, 'produce a gel or mucus', 205, 1,  purple
207, 'nacre mechanics', 206, 1,  blue
208, 'initiate diversionary behaviour', 204, 1,  purple
209, 'make a smokescreen', 208, 1,  purple
210, 'use a mask', 204, 1,  purple
211, 'give a warning', 204, 1,  purple
212, 'prepare a chemical defence', 173, 1,  purple
213, 'jasmonate and auxin', 212, 1,  blue
214, 'use a defence chemical', 212, 1,  purple
215, 'enhance immunity', 212, 1,  purple
216, 'use an antiviral chemical', 212, 1,  purple
217, 'introduce a toxin', 212, 1,  purple
218, 'use an antibacterial chemical', 212, 1,  purple
219, 'develop resistance to cold', 212, 1,  purple
220, 'use a chemical repellent', 212, 1,  purple
221, 'hydrolyze', 0, 1, black
222, 'decompose', 0, 1, black
223, 'consolidate (IP05)', 222, 1, red
224, 'group similar objects together', 223, 1,  purple
225, 'sick bees', 224, 1,  blue
226, 'assemble identical objects', 223, 1,  purple
227, 'generate an array', 226, 1,  purple
228, 'specialise material or system function', 226, 1,  purple
229, 'form a swarm or group', 226, 1,  purple
230, 'polymerise monomers', 226, 1,  purple
231, 'accumulate information', 223, 1,  purple
232, 'use a linear ballistic accumulator', 231, 1,  purple
233, 'optimal sensory processing', 232, 1,  blue
234, 'use an integrated accumulator', 231, 1,  purple
235, 'post-error dynamics', 234, 1,  blue
236, 'neural threshold', 234, 1,  blue
237, 'integrate several objects or systems', 231, 1,  purple
238, 'toad vision', 237, 1,  blue
239, 'generate a network', 237, 1,  purple
240, 'gene network size', 239, 1,  blue
241, 'make operations contiguous', 223, 1,  purple
242, 'merge components', 223, 1,  purple
243, 'bloodworm mandible', 242, 1,  blue
244, 'bind selectively', 242, 1,  purple
245, 'fitness and stability', 244, 1,  blue
246, 'segment before merging', 242, 1,  purple
247, 'move everything up towards the front end', 242, 1,  purple
248, 'epitaxial bonding', 242, 1,  purple
249, 'functionally separated bifunctional component', 242, 1,  purple
250, 'make operations parallel', 223, 1,  purple
251, 'ferment', 0, 1, black
252, 'grow', 0, 1, black
253, 'convert to dynamics (IP15)', 252, 1, red
254, 'deploy a structure', 253, 1,  purple
255, 'deploy a deformation along a structure', 254, 1,  purple
256, 'use a double helical mechanism', 254, 1,  purple
257, 'evolution favours phenotypic quality cues over individuality cues', 253, 1,  purple
258, 'make parts independently moveable', 253, 1,  purple
259, 'ant-lion', 258, 1,  blue
260, 'increase degrees of freedom', 258, 1,  purple
261, 'use independent suspension', 258, 1,  purple
262, 'make parts independently responsive', 258, 1,  purple
